User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U53766,41,Female,7.4,7,Vegan,11.9,Medium,192,488.4,91,48.21,43.72
U53767,56,Male,7.7,10,Non-Vegetarian,6.4,Low,182,366.19,43,37.63,39.37
U53768,38,Male,6.8,10,Non-Vegetarian,6.9,Medium,423,278.72,49,57.84,54.57
U53769,25,Female,7.2,5,Non-Vegetarian,4.9,Low,299,518.14,91,45.21,44.35
U53770,27,Male,6.4,7,Non-Vegetarian,1.1,Low,81,336.17,44,56.5,52.72
U53771,28,Female,7.9,9,Non-Vegetarian,11.1,Low,124,473.54,89,39.25,36.81
U53772,31,Female,5.3,3,Non-Vegetarian,5.8,Medium,453,270.32,99,96.29,94.69
U53773,22,Male,8.3,10,Non-Vegetarian,2.0,Low,399,293.1,67,65.27,62.39
U53774,42,Male,5.7,7,Non-Vegetarian,7.7,Medium,393,372.09,72,56.98,52.24
U53775,43,Male,4.7,6,Non-Vegetarian,6.5,Medium,166,297.88,93,86.18,90.96
U53776,55,Female,7.7,3,Non-Vegetarian,2.2,Low,0,305.89,84,92.12,92.12
U53777,51,Male,8.9,2,Non-Vegetarian,1.5,Medium,418,597.2,77,47.16,47.89
U53778,47,Male,6.2,5,Non-Vegetarian,9.4,High,121,270.69,41,71.26,66.82
U53779,34,Female,7.2,9,Vegan,1.0,Low,266,239.22,83,86.21,83.65
U53780,53,Female,9.8,3,Non-Vegetarian,10.9,High,252,460.8,57,53.91,55.4
U53781,50,Male,6.3,3,Non-Vegetarian,2.9,Medium,334,350.62,82,83.13,87.11
U53782,48,Female,4.6,7,Vegetarian,9.8,Medium,353,596.25,70,14.07,9.41
U53783,35,Female,5.2,10,Vegetarian,7.0,High,351,574.34,69,21.66,25.9
U53784,29,Male,9.7,9,Non-Vegetarian,11.5,Low,75,229.93,78,78.33,82.55
U53785,23,Female,6.1,10,Non-Vegetarian,6.1,High,144,491.97,43,29.67,31.2
U53786,28,Male,8.3,8,Non-Vegetarian,9.6,High,41,293.89,74,83.4,85.38
U53787,43,Male,7.0,9,Vegetarian,1.0,Low,36,234.19,48,73.75,72.36
U53788,58,Female,7.2,6,Non-Vegetarian,6.2,Medium,358,543.61,42,21.34,24.39
U53789,25,Female,4.8,2,Vegetarian,11.7,High,169,310.31,84,84.95,85.92
U53790,49,Male,5.1,5,Non-Vegetarian,10.9,Low,441,286.72,58,51.24,48.65
U53791,40,Male,5.7,9,Vegetarian,10.1,Medium,358,304.83,88,69.28,71.62
U53792,22,Female,5.2,2,Vegetarian,1.8,Low,221,329.06,98,88.44,83.64
U53793,47,Female,8.0,7,Vegetarian,1.3,Low,95,246.62,79,91.55,93.97
U53794,21,Female,7.1,4,Vegetarian,11.8,High,50,311.88,52,71.52,76.41
U53795,54,Male,8.3,6,Vegetarian,11.2,Low,245,596.78,93,24.94,25.12
U53796,23,Female,5.5,9,Vegetarian,8.3,Low,107,508.2,84,30.71,34.84
U53797,39,Female,4.5,10,Non-Vegetarian,10.4,Medium,156,347.36,82,58.39,55.4
U53798,43,Male,9.2,5,Vegan,7.3,Low,326,224.93,56,76.44,77.87
U53799,46,Female,8.1,2,Vegan,1.6,Low,268,516.07,84,55.43,59.41
U53800,46,Male,9.4,8,Non-Vegetarian,5.4,High,159,504.67,62,48.41,44.78
U53801,22,Male,5.6,3,Non-Vegetarian,10.2,Low,339,361.01,71,53.45,56.11
U53802,36,Male,7.4,4,Non-Vegetarian,9.2,Low,226,280.67,56,64.7,69.43
U53803,20,Male,6.5,2,Vegan,7.4,Medium,11,520.11,63,47.5,46.24
U53804,57,Male,7.5,5,Vegetarian,5.8,Low,67,541.33,96,47.74,43.51
U53805,31,Male,5.1,5,Non-Vegetarian,4.1,Low,379,551.13,44,11.61,8.18
U53806,57,Female,8.6,6,Non-Vegetarian,9.9,Low,189,222.58,41,64.97,64.88
U53807,57,Female,4.4,8,Non-Vegetarian,9.1,High,477,474.48,58,29.53,28.46
U53808,40,Female,8.5,3,Vegetarian,5.6,Low,467,575.87,44,14.28,12.72
U53809,44,Male,7.6,6,Vegan,6.5,Low,479,494.44,40,16.46,16.7
U53810,54,Female,5.1,6,Vegetarian,7.6,Low,284,243.33,71,71.06,67.83
U53811,30,Female,4.3,5,Non-Vegetarian,8.8,Medium,464,237.2,59,71.09,73.46
U53812,39,Male,8.5,9,Non-Vegetarian,1.3,Medium,391,383.61,84,72.29,68.78
U53813,28,Male,4.9,10,Non-Vegetarian,8.0,High,86,224.17,68,82.72,82.78
U53814,32,Male,4.3,2,Vegan,10.3,Medium,51,260.61,56,77.69,75.24
U53815,46,Female,6.4,2,Non-Vegetarian,11.9,Low,331,321.19,63,57.3,58.13
U53816,32,Female,5.9,6,Non-Vegetarian,1.4,Low,20,437.57,42,40.37,37.52
U53817,42,Male,7.6,9,Non-Vegetarian,10.9,Low,357,487.04,66,20.54,18.26
U53818,38,Female,6.5,3,Vegan,9.0,Medium,409,495.18,59,37.29,32.68
U53819,26,Other,8.3,7,Non-Vegetarian,11.7,High,453,217.8,51,75.19,76.19
U53820,42,Male,6.3,5,Non-Vegetarian,9.2,High,99,449.46,96,69.91,71.61
U53821,45,Male,9.4,7,Vegetarian,2.2,Medium,106,279.22,47,81.34,76.9
U53822,40,Female,8.7,5,Non-Vegetarian,8.9,Medium,51,395.18,73,68.67,68.06
U53823,46,Other,7.6,6,Non-Vegetarian,10.0,Low,455,493.71,79,31.32,28.25
U53824,47,Male,5.9,8,Vegetarian,1.2,Medium,363,399.65,63,56.63,56.91
U53825,42,Female,9.4,3,Non-Vegetarian,1.4,Low,231,291.1,76,90.56,91.47
U53826,37,Male,8.3,1,Vegan,8.4,Medium,2,493.88,56,52.65,50.0
U53827,52,Male,8.7,9,Non-Vegetarian,7.3,Medium,52,415.05,56,51.24,47.64
U53828,18,Female,9.0,5,Non-Vegetarian,6.1,Medium,377,417.71,74,63.69,64.69
U53829,56,Male,6.3,5,Non-Vegetarian,9.0,High,482,349.96,71,66.63,61.86
U53830,41,Female,6.5,4,Non-Vegetarian,8.1,Medium,129,528.57,68,41.17,38.45
U53831,46,Female,5.8,7,Non-Vegetarian,3.1,Low,273,505.38,95,45.76,47.99
U53832,42,Female,4.6,2,Vegan,8.9,Medium,92,535.0,50,30.84,28.9
U53833,36,Male,8.6,3,Non-Vegetarian,5.9,Low,141,398.23,74,65.16,65.64
U53834,36,Female,4.5,2,Vegan,10.5,Medium,424,289.5,51,63.02,60.03
U53835,50,Male,4.7,9,Vegetarian,10.8,Low,35,380.62,68,40.06,37.16
U53836,57,Female,9.5,7,Vegetarian,11.4,Medium,411,494.45,86,45.27,45.15
U53837,40,Male,6.3,2,Vegetarian,9.1,High,478,488.74,40,33.93,35.56
U53838,56,Male,9.9,6,Vegetarian,3.7,Low,204,487.04,75,49.5,45.73
U53839,52,Male,8.2,4,Vegan,3.9,High,45,225.9,69,100.0,100.0
U53840,45,Male,8.0,5,Non-Vegetarian,11.8,Medium,222,463.36,66,44.63,40.5
U53841,54,Male,9.5,4,Non-Vegetarian,10.9,Low,103,345.13,73,66.57,70.12
U53842,58,Female,6.8,3,Non-Vegetarian,6.8,Low,481,590.12,45,6.93,3.82
U53843,20,Male,5.5,1,Non-Vegetarian,7.2,Medium,35,252.94,53,86.84,83.07
U53844,29,Male,7.9,10,Vegetarian,8.0,Medium,406,293.94,91,77.19,73.5
U53845,25,Female,5.3,10,Non-Vegetarian,5.3,Medium,129,491.57,54,30.14,26.94
U53846,51,Male,9.5,2,Vegetarian,1.2,Low,9,302.27,43,79.14,80.7
U53847,23,Male,7.0,8,Non-Vegetarian,2.4,High,158,560.53,99,57.32,56.55
U53848,19,Female,7.7,9,Non-Vegetarian,3.9,High,166,258.58,71,90.63,91.58
U53849,38,Other,7.7,9,Non-Vegetarian,3.7,Low,361,330.81,92,70.5,67.43
U53850,28,Male,6.6,2,Vegan,9.8,Low,141,234.16,61,78.15,75.11
U53851,50,Male,7.7,2,Vegan,11.1,High,296,377.57,42,56.9,59.25
U53852,30,Female,5.6,7,Non-Vegetarian,9.1,Medium,98,208.3,57,80.37,77.31
U53853,32,Male,9.1,10,Non-Vegetarian,8.3,Medium,61,291.51,43,62.44,60.93
U53854,29,Female,7.6,2,Non-Vegetarian,8.8,Medium,153,540.58,65,42.34,39.45
U53855,40,Male,8.4,6,Non-Vegetarian,8.4,Low,444,350.84,62,50.85,55.61
U53856,35,Female,6.5,10,Vegetarian,2.4,Low,82,510.89,43,19.11,20.82
U53857,42,Male,9.1,8,Non-Vegetarian,3.6,High,85,594.12,40,26.08,29.87
U53858,46,Male,9.2,2,Vegetarian,5.1,Medium,434,530.12,96,62.72,66.45
U53859,37,Female,7.4,7,Non-Vegetarian,3.2,Medium,340,514.52,71,43.95,48.44
U53860,36,Female,4.7,7,Vegetarian,10.6,Medium,207,581.03,43,5.02,3.33
U53861,55,Female,7.4,6,Non-Vegetarian,7.3,High,68,341.17,56,71.63,76.44
U53862,53,Other,6.7,10,Vegetarian,9.6,Low,470,227.31,55,54.22,51.58
U53863,31,Male,7.4,3,Vegetarian,5.0,Medium,218,452.75,46,49.48,46.58
U53864,51,Female,6.9,2,Non-Vegetarian,11.6,Low,35,252.57,84,86.6,84.8
U53865,59,Female,8.5,3,Non-Vegetarian,5.0,High,361,566.24,74,48.91,53.65
U53866,47,Male,8.7,10,Non-Vegetarian,5.9,Medium,489,566.36,68,23.38,22.24
U53867,27,Female,4.9,8,Non-Vegetarian,7.6,Low,311,223.65,47,57.4,60.12
U53868,25,Female,7.9,2,Non-Vegetarian,4.9,High,26,316.11,70,96.24,91.89
U53869,19,Female,5.2,5,Non-Vegetarian,2.2,High,378,320.14,68,80.18,78.87
U53870,39,Male,5.3,2,Non-Vegetarian,3.8,Medium,252,442.81,88,71.06,67.2
U53871,41,Male,4.4,6,Vegetarian,3.7,Low,58,264.13,60,71.07,73.32
U53872,23,Male,7.0,9,Non-Vegetarian,11.9,Low,327,435.57,41,14.52,11.08
U53873,22,Female,7.1,2,Non-Vegetarian,9.7,Medium,336,527.41,98,55.03,56.02
U53874,47,Female,7.5,4,Non-Vegetarian,2.9,Low,463,265.14,58,73.2,77.85
U53875,47,Male,5.3,5,Non-Vegetarian,2.3,High,6,383.98,83,84.53,86.38
U53876,49,Female,8.6,7,Non-Vegetarian,12.0,High,198,321.4,85,80.17,77.24
U53877,20,Other,5.3,3,Non-Vegetarian,8.4,High,80,281.8,48,77.43,79.64
U53878,29,Male,8.1,2,Non-Vegetarian,1.8,Medium,398,495.42,44,45.97,48.3
U53879,43,Female,6.5,3,Non-Vegetarian,1.5,Medium,475,282.48,86,96.17,91.27
U53880,29,Female,4.8,6,Non-Vegetarian,2.8,High,350,429.32,70,59.85,54.97
U53881,51,Female,8.3,7,Non-Vegetarian,8.8,Medium,283,308.01,61,67.9,64.68
U53882,59,Male,4.7,3,Vegan,9.6,Medium,429,501.62,95,49.32,50.31
U53883,26,Female,5.6,7,Non-Vegetarian,11.2,Low,86,203.79,53,66.22,64.52
U53884,25,Other,4.9,7,Vegetarian,3.3,Low,54,413.66,56,43.83,41.07
U53885,39,Female,6.6,10,Non-Vegetarian,5.3,Medium,128,235.35,42,69.46,70.97
U53886,26,Female,8.6,1,Non-Vegetarian,2.8,Medium,270,318.28,41,78.05,82.64
U53887,55,Female,6.3,4,Non-Vegetarian,8.4,High,52,532.05,52,38.29,33.97
U53888,41,Male,5.9,2,Non-Vegetarian,4.7,Low,464,511.94,64,33.15,33.58
U53889,29,Male,7.2,7,Vegetarian,4.1,High,374,463.68,48,43.49,40.76
U53890,29,Female,7.4,5,Vegetarian,10.8,High,8,598.96,72,34.61,37.49
U53891,35,Male,9.6,7,Vegetarian,4.3,Medium,75,586.18,60,34.55,35.47
U53892,34,Male,5.2,6,Non-Vegetarian,1.9,Low,47,229.96,64,83.28,87.31
U53893,57,Female,6.5,8,Vegetarian,6.6,Low,26,249.27,54,67.04,71.1
U53894,54,Other,5.0,9,Vegetarian,7.1,Medium,306,441.97,69,41.07,38.81
U53895,48,Female,5.2,5,Non-Vegetarian,5.0,Low,291,230.37,41,64.18,59.84
U53896,26,Female,5.3,1,Vegetarian,2.5,Low,461,566.26,68,30.25,31.62
U53897,56,Male,6.8,7,Non-Vegetarian,7.9,Medium,38,294.58,45,65.39,68.07
U53898,49,Male,9.0,8,Non-Vegetarian,5.7,High,421,540.85,81,45.39,47.1
U53899,54,Male,9.8,1,Non-Vegetarian,4.9,Medium,36,408.57,91,91.94,91.46
U53900,36,Other,9.7,8,Non-Vegetarian,11.8,Medium,258,206.27,50,76.16,79.8
U53901,59,Male,7.5,1,Non-Vegetarian,7.1,Low,475,412.21,97,67.65,72.45
U53902,53,Male,9.2,2,Non-Vegetarian,7.0,Medium,227,372.06,64,74.35,75.4
U53903,20,Male,7.1,10,Non-Vegetarian,8.5,High,457,476.07,94,49.96,51.55
U53904,41,Male,7.6,8,Non-Vegetarian,2.0,Medium,486,369.56,42,50.89,52.26
U53905,53,Male,6.5,6,Vegan,5.5,Medium,88,397.67,74,66.71,63.06
U53906,43,Female,4.3,8,Non-Vegetarian,6.1,High,438,545.78,79,33.23,30.13
U53907,37,Male,8.5,8,Vegetarian,5.9,High,240,212.47,75,99.44,100.0
U53908,31,Female,7.6,5,Vegan,2.1,High,390,446.73,58,58.8,60.96
U53909,49,Female,9.4,4,Non-Vegetarian,4.7,Low,227,308.67,74,79.76,78.26
U53910,25,Male,4.5,5,Non-Vegetarian,2.3,High,277,204.9,55,93.36,92.92
U53911,54,Male,5.4,3,Non-Vegetarian,9.7,Medium,288,211.06,41,74.81,71.66
U53912,54,Male,9.1,7,Non-Vegetarian,3.0,Low,413,403.82,86,62.14,63.16
U53913,28,Male,10.0,4,Vegetarian,1.4,High,378,282.37,57,93.78,90.61
U53914,23,Female,9.5,10,Non-Vegetarian,2.0,Low,244,477.26,87,50.08,54.01
U53915,54,Male,9.1,5,Non-Vegetarian,10.8,Medium,391,541.67,71,34.4,37.46
U53916,49,Female,9.9,9,Non-Vegetarian,1.8,High,366,291.24,66,86.24,85.69
U53917,50,Male,5.2,7,Vegetarian,1.9,Low,452,385.85,62,46.2,50.53
U53918,34,Male,7.8,4,Non-Vegetarian,10.1,Low,476,382.82,88,58.13,56.4
U53919,51,Female,8.5,10,Non-Vegetarian,4.8,High,251,400.2,40,48.08,44.91
U53920,52,Female,6.3,7,Vegetarian,6.7,Medium,498,296.06,86,77.25,81.27
U53921,55,Female,7.0,4,Non-Vegetarian,10.7,Medium,117,452.33,40,37.22,32.52
U53922,39,Male,4.5,3,Vegetarian,5.5,Low,490,276.21,40,53.92,52.78
U53923,55,Male,6.4,1,Non-Vegetarian,9.0,High,384,472.55,67,54.36,51.11
U53924,19,Female,9.8,7,Non-Vegetarian,6.0,Low,213,397.38,63,52.61,50.75
U53925,49,Male,6.0,10,Non-Vegetarian,8.6,Medium,23,489.92,51,27.49,29.03
U53926,40,Male,4.9,8,Vegetarian,4.8,Low,335,296.1,45,48.05,50.31
U53927,30,Female,9.4,4,Vegetarian,6.4,Medium,482,561.79,74,39.93,35.11
U53928,45,Female,4.5,3,Vegan,5.4,Medium,297,540.82,65,36.32,39.33
U53929,33,Female,5.3,6,Non-Vegetarian,1.7,High,446,349.27,60,68.92,67.09
U53930,30,Male,9.9,6,Vegetarian,11.1,Low,323,593.21,70,15.82,15.19
U53931,41,Male,8.1,2,Non-Vegetarian,10.6,Low,292,260.2,92,88.09,88.54
U53932,21,Male,6.0,2,Non-Vegetarian,7.9,Low,353,599.79,42,5.13,2.96
U53933,55,Male,7.9,3,Vegan,3.2,Medium,75,283.52,83,100.0,100.0
U53934,49,Male,8.5,10,Non-Vegetarian,5.4,Medium,95,377.07,72,65.16,61.68
U53935,43,Female,5.6,6,Non-Vegetarian,3.2,Medium,447,270.58,60,75.36,72.66
U53936,32,Female,7.7,3,Vegetarian,6.0,Medium,307,242.66,56,86.82,83.58
U53937,33,Male,8.5,4,Vegan,8.5,Low,384,419.62,92,59.63,59.73
U53938,18,Female,4.4,3,Vegetarian,7.9,Low,351,476.37,73,36.03,32.92
U53939,45,Female,8.3,4,Non-Vegetarian,9.4,High,310,591.49,46,22.72,24.68
U53940,34,Female,9.1,7,Vegan,4.4,High,215,521.62,64,48.36,44.78
U53941,33,Male,7.2,3,Non-Vegetarian,10.0,Low,26,447.28,50,38.33,37.07
U53942,48,Female,9.4,10,Non-Vegetarian,2.5,High,27,446.36,69,64.62,62.63
U53943,54,Female,6.2,6,Vegan,8.2,Medium,124,250.72,87,92.33,93.21
U53944,33,Male,9.8,8,Vegetarian,9.9,Medium,448,227.51,77,85.37,88.47
U53945,21,Female,7.8,1,Non-Vegetarian,10.5,Medium,437,427.61,89,67.34,64.4
U53946,41,Female,7.9,5,Non-Vegetarian,4.1,Low,435,548.2,42,15.58,10.85
U53947,44,Female,9.5,5,Non-Vegetarian,2.9,Medium,104,248.58,96,100.0,100.0
U53948,52,Female,8.9,2,Non-Vegetarian,5.3,High,276,511.5,92,71.08,72.0
U53949,51,Female,9.6,3,Non-Vegetarian,9.5,Low,424,295.46,59,65.73,68.2
U53950,38,Male,9.4,3,Non-Vegetarian,10.0,Low,138,488.04,64,40.7,42.08
U53951,30,Male,6.9,10,Non-Vegetarian,5.6,High,413,299.8,42,58.17,56.85
U53952,26,Male,7.8,7,Non-Vegetarian,5.3,Low,496,325.55,54,51.47,51.31
U53953,24,Female,4.3,8,Non-Vegetarian,5.8,Low,281,272.54,55,55.36,52.69
U53954,46,Female,4.9,6,Non-Vegetarian,5.2,Medium,411,356.6,63,58.85,55.99
U53955,40,Other,7.9,1,Non-Vegetarian,5.2,Medium,455,251.59,65,92.47,92.79
U53956,35,Male,6.5,6,Non-Vegetarian,1.4,Low,344,332.67,47,55.08,57.11
U53957,41,Female,8.6,3,Vegetarian,7.2,Medium,176,538.81,53,38.58,37.3
U53958,22,Male,5.4,4,Non-Vegetarian,6.0,Medium,53,380.76,62,65.28,67.39
U53959,41,Female,6.9,5,Non-Vegetarian,10.0,Medium,48,220.82,58,85.04,81.88
U53960,38,Male,7.9,6,Non-Vegetarian,11.5,High,250,440.57,55,45.62,43.3
U53961,46,Female,7.5,2,Non-Vegetarian,6.5,Medium,62,341.14,78,87.15,83.17
U53962,50,Female,6.1,10,Vegan,9.8,Medium,159,304.46,92,74.58,76.9
U53963,27,Female,5.7,5,Non-Vegetarian,7.4,Medium,95,428.81,67,55.43,54.31
U53964,58,Male,4.2,6,Vegan,1.6,High,471,553.99,70,37.25,33.42
U53965,38,Female,6.5,2,Vegan,3.8,Medium,329,369.15,59,69.69,67.52
U53966,35,Male,4.1,8,Non-Vegetarian,8.3,Low,339,435.48,64,27.39,22.4
U53967,47,Male,5.6,2,Non-Vegetarian,1.5,Low,197,421.02,54,52.84,55.93
U53968,53,Female,9.3,1,Vegan,2.3,High,49,598.41,72,58.44,55.65
U53969,50,Male,4.0,5,Non-Vegetarian,1.2,Low,383,262.24,59,69.33,68.9
U53970,30,Female,5.8,6,Non-Vegetarian,6.7,High,278,559.48,67,34.24,34.15
U53971,22,Male,6.8,6,Vegetarian,7.4,Medium,8,217.43,93,100.0,100.0
U53972,23,Male,8.1,2,Non-Vegetarian,5.3,High,315,258.34,78,100.0,98.19
U53973,37,Other,6.7,5,Non-Vegetarian,9.3,Medium,182,326.7,66,69.36,68.97
U53974,54,Male,8.3,6,Non-Vegetarian,2.5,High,423,433.79,98,79.09,76.2
U53975,29,Male,6.7,1,Non-Vegetarian,5.3,High,96,278.9,69,99.55,95.81
U53976,29,Male,8.4,7,Non-Vegetarian,7.7,High,246,263.64,73,88.89,91.18
U53977,30,Female,5.3,7,Non-Vegetarian,3.2,High,208,380.3,57,62.76,58.43
U53978,22,Male,5.1,4,Non-Vegetarian,9.2,Low,202,448.27,68,38.65,33.97
U53979,37,Female,4.5,5,Vegetarian,5.5,High,22,450.81,77,63.68,66.71
U53980,47,Male,7.2,6,Non-Vegetarian,5.0,Medium,451,205.0,52,82.71,80.07
U53981,34,Male,5.0,9,Non-Vegetarian,1.9,Medium,15,503.59,71,45.42,46.2
U53982,38,Female,4.6,7,Non-Vegetarian,11.7,Low,230,360.06,51,33.54,37.31
U53983,21,Male,7.9,10,Vegan,11.7,High,399,210.91,76,83.12,85.36
U53984,39,Male,5.1,10,Non-Vegetarian,1.7,High,187,427.06,57,51.23,49.64
U53985,24,Female,7.0,2,Non-Vegetarian,2.7,High,449,566.61,58,41.54,38.1
U53986,53,Male,6.7,2,Non-Vegetarian,10.4,Low,263,398.07,72,53.2,54.3
U53987,44,Female,6.5,7,Vegetarian,8.7,Medium,207,236.89,59,76.83,77.86
U53988,31,Female,5.0,2,Vegetarian,9.5,High,197,501.8,53,40.68,41.34
U53989,32,Male,6.8,5,Vegetarian,4.8,Medium,124,505.55,81,55.16,55.7
U53990,36,Female,9.8,8,Non-Vegetarian,7.0,Medium,81,343.72,97,87.69,91.43
U53991,35,Female,8.8,1,Non-Vegetarian,4.6,Medium,347,418.69,78,75.98,80.81
U53992,50,Female,4.2,9,Vegetarian,11.2,Low,481,522.06,56,0.0,4.27
U53993,26,Female,4.8,9,Non-Vegetarian,8.9,Low,200,256.79,70,61.45,65.93
U53994,33,Female,5.0,10,Non-Vegetarian,1.7,Low,435,258.82,96,78.61,79.44
U53995,37,Female,4.5,1,Non-Vegetarian,11.1,Low,87,479.64,55,31.17,28.77
U53996,40,Male,8.0,10,Non-Vegetarian,7.1,Medium,19,434.69,42,38.52,36.84
U53997,55,Female,4.3,3,Vegan,2.4,Low,440,465.21,66,40.67,36.95
U53998,53,Male,10.0,5,Non-Vegetarian,1.4,Low,371,455.0,41,40.15,37.45
U53999,23,Female,7.0,5,Non-Vegetarian,10.1,Medium,71,536.65,74,39.99,37.99
U54000,29,Male,6.9,8,Vegetarian,11.5,Low,437,365.59,74,42.88,40.66
U54001,39,Male,5.0,7,Non-Vegetarian,6.1,Medium,211,591.38,47,12.57,12.44
U54002,54,Female,5.2,6,Non-Vegetarian,4.9,Medium,404,229.25,57,78.26,80.45
U54003,33,Male,5.7,1,Non-Vegetarian,3.6,High,32,304.44,50,87.62,85.27
U54004,41,Female,9.5,1,Non-Vegetarian,8.7,Low,371,307.72,63,71.74,71.46
U54005,41,Female,6.6,8,Vegetarian,7.6,Medium,111,336.7,79,71.96,69.74
U54006,27,Male,8.0,7,Vegetarian,5.6,Medium,34,542.89,74,44.44,49.35
U54007,47,Male,5.5,5,Vegan,3.3,High,80,433.35,81,72.72,71.36
U54008,30,Male,6.3,5,Non-Vegetarian,8.1,Low,216,253.69,75,76.35,78.25
U54009,27,Female,4.4,8,Non-Vegetarian,2.5,Low,334,466.55,73,36.11,34.77
U54010,43,Female,9.5,6,Non-Vegetarian,11.3,High,201,349.33,63,69.31,70.49
U54011,22,Male,7.9,2,Non-Vegetarian,11.7,Low,216,466.22,65,39.73,37.96
U54012,36,Female,4.0,4,Non-Vegetarian,3.2,Medium,258,358.86,93,81.73,82.45
U54013,34,Male,7.6,6,Vegetarian,2.4,Medium,42,495.95,86,64.1,61.69
U54014,18,Female,4.8,9,Non-Vegetarian,11.6,Medium,490,442.38,64,27.67,25.61
U54015,49,Female,9.0,7,Non-Vegetarian,1.2,Low,64,558.93,73,39.27,43.31
U54016,56,Female,6.9,7,Vegetarian,7.3,High,180,352.3,72,72.53,74.35
U54017,55,Male,5.1,3,Non-Vegetarian,10.0,Medium,295,270.39,52,69.24,69.56
U54018,18,Female,4.0,9,Non-Vegetarian,2.9,Low,447,397.39,89,49.98,49.69
U54019,28,Female,8.7,9,Non-Vegetarian,8.1,High,216,285.81,87,88.8,89.5
U54020,34,Female,8.7,4,Non-Vegetarian,4.1,Medium,352,490.84,73,55.9,54.57
U54021,39,Female,4.4,7,Vegetarian,2.5,High,73,382.62,68,69.82,68.02
U54022,31,Female,7.1,9,Non-Vegetarian,4.7,Low,199,242.65,52,65.73,68.46
U54023,40,Female,9.0,6,Non-Vegetarian,4.6,Low,306,387.44,66,56.41,53.83
U54024,35,Male,5.5,5,Non-Vegetarian,9.0,Low,298,464.16,44,21.18,26.04
U54025,36,Female,5.2,10,Vegetarian,2.6,Medium,318,406.65,71,52.87,54.04
U54026,44,Male,6.3,2,Non-Vegetarian,1.2,Low,483,204.83,62,89.0,92.94
U54027,35,Male,5.3,2,Non-Vegetarian,10.0,Medium,185,377.9,42,50.92,54.11
U54028,34,Female,7.7,3,Non-Vegetarian,1.9,Medium,104,241.8,90,100.0,100.0
U54029,43,Female,9.2,7,Vegetarian,11.9,Medium,427,210.07,90,93.0,95.0
U54030,47,Male,7.2,9,Non-Vegetarian,9.1,Low,88,343.54,83,60.23,57.15
U54031,51,Female,5.8,10,Vegan,2.2,Low,0,428.71,94,58.85,55.44
U54032,33,Male,4.1,5,Vegetarian,10.2,Low,87,495.72,49,18.04,20.48
U54033,34,Female,6.1,4,Non-Vegetarian,3.7,High,490,362.25,62,69.48,71.86
U54034,27,Male,7.9,5,Non-Vegetarian,7.8,Medium,100,470.72,48,42.65,37.71
U54035,47,Female,9.6,4,Non-Vegetarian,9.2,High,49,255.42,75,100.0,100.0
U54036,47,Male,9.0,9,Non-Vegetarian,7.9,Low,236,239.5,62,69.51,67.72
U54037,43,Female,5.0,8,Non-Vegetarian,3.1,Medium,386,472.86,90,52.82,55.26
U54038,24,Female,6.6,6,Vegetarian,3.2,High,154,447.37,68,62.76,65.31
U54039,22,Female,8.5,7,Non-Vegetarian,7.1,Medium,224,529.38,76,42.64,38.37
U54040,38,Female,5.1,10,Non-Vegetarian,3.7,Low,56,500.88,85,37.55,35.39
U54041,25,Female,7.6,3,Non-Vegetarian,5.9,Medium,293,505.95,72,51.16,52.89
U54042,46,Other,6.5,3,Non-Vegetarian,3.8,Medium,190,394.78,79,76.2,79.81
U54043,49,Male,5.1,7,Vegetarian,3.3,Medium,329,584.33,84,34.28,32.95
U54044,41,Female,5.5,3,Vegetarian,1.5,Medium,23,528.81,40,39.16,42.56
U54045,20,Female,4.2,6,Vegetarian,11.7,Low,75,349.05,96,62.18,61.73
U54046,50,Female,6.2,1,Non-Vegetarian,3.2,Medium,426,340.42,46,68.34,66.72
U54047,21,Male,9.5,5,Non-Vegetarian,2.5,Low,495,231.28,43,73.3,75.85
U54048,28,Male,7.3,8,Vegetarian,8.8,Low,50,400.65,84,54.62,55.36
U54049,45,Male,8.9,6,Non-Vegetarian,4.2,Low,117,295.99,73,79.33,81.99
U54050,54,Female,6.2,10,Non-Vegetarian,8.7,High,337,273.73,87,80.49,80.29
U54051,25,Female,4.9,8,Vegetarian,1.1,Medium,43,379.39,96,81.06,83.99
U54052,19,Female,8.2,1,Vegetarian,10.8,High,91,463.4,85,71.65,76.2
U54053,23,Female,9.2,3,Vegetarian,5.8,Medium,33,527.38,52,46.14,49.34
U54054,49,Male,8.6,10,Non-Vegetarian,8.1,Medium,351,566.77,70,23.57,20.64
U54055,53,Other,7.9,4,Vegetarian,10.4,Low,289,493.29,91,44.7,41.59
U54056,36,Female,6.7,8,Non-Vegetarian,1.5,Low,287,213.82,85,91.27,88.51
U54057,58,Female,8.5,8,Non-Vegetarian,6.6,Medium,152,574.11,45,19.88,23.61
U54058,54,Other,5.7,2,Non-Vegetarian,10.0,High,122,498.98,71,52.3,49.28
U54059,35,Male,4.0,4,Vegetarian,11.8,Low,274,416.88,70,37.34,34.6
U54060,52,Female,6.2,9,Vegan,11.7,Medium,170,230.53,89,84.53,80.1
U54061,42,Female,7.9,9,Non-Vegetarian,6.6,Medium,23,417.87,67,56.3,56.06
